sentence,label
başından zərbə alan idmançı yerə yıxıldı,negative
yaltaq insanlardan zəhləm gedir,negative
gərginlik aradan qaldırıldı,positive
bu gərəksizdir,negative
bəyaz gəlinlik ona çox yaraşırdı,positive
ictimai yerlərdə gərnəşmək ayıbdır,negative
görkəmli mühəndisdir,positive
gəzəyən qızdan gəlin olmaz,negative
qızın uzun qıvrım saçları var idi,positive
şamdan bəy yalançı gopçu nankor xain fırıldaqçı adamdır,negative
müəllim tapşırığı aydın izah etdi,positive
sürətli qaçdı deyə tənginəfəs olmuşdu,negative
vitaminli meyvə və tərəvəz yemək lazımdır,positive
müharibədən sonra viran qalmışdı,negative
şah cavan və göyçək oğlan idi,positive
görməzlikdən gəldi,negative
göygöz qızları xoşlayıram,positive
mən çox yaddaşsızam,negative
gecə yaldızlıdır,positive
yağlı yeməklər zərərlidir,negative
yandaşları ona arxa oldu,positive
yaraqlılar evi basdı,negative
dostcasına yanaşır,positive
yanıcı maddələr təhlükəlidir,negative
güllər rəngarəngdir,positive
yekəxanadır,negative
yedəkli getmişdi,positive
xətt əyri çəkilmişdi,negative
analitik düşünmə qabiliyyəti var,positive
yaxşı yetişməmişdi,negative
türklər yenilməzdir,positive
ərköyün böyüdülmüşdü,negative
yüksəkmaaşlı işdə işləyirdi,positive
yıxıq-sökük daxmada qalıdılar,negative
yastıq yumşacıq idi,positive
yoluxucu xəstıliyə tutulmuşdu,negative
yükü yüngül idi,positive
zalımdır,negative
zarafatcıl oğlan idi,positive
zavallı günə qalmışdı,negative
bütün yeməyi didik-didik edib zay elədi,positive
zehniaçıq uşaqdır,negative
başı var oxumur,positive
anidən yağan dolu meyvələri zədələmişdi,negative
ilan zəhərlidir,positive
bu etdiyi iyrəncdir,negative
bu göbələk zəhərsizdir,positive
zəhmli kişidir,negative
zəngli saat onu vaxtında yuxudan oyatdı,positive
göbələkdən zəhərləndi,negative
zərərsizdir,positive
gün ərzində birdən çox dondurma yemək zərərlidir,negative
zəruri ehtiyac tədbirləri görüldü,positive
zəvzəkdir,negative
məsələyə ciddi yanaşıldı,positive
iki arqument ziddiyyət təşkil edirdi,negative
meymunlar digər heyvanlara nisbətən daha şüurludur,positive
zina günahdır,negative
itlər sədaqətlidir,positive
o evin sahibi rəhmətə gedib,negative
zirək davrandı,positive
ögey bacısını günüləyirdi,negative
tarla dərmanlanaraq ziyanvuran həşəratlardan təmizləndi,positive
azərbaycanın münbit torpağı var,negative
kənd təsərrufatı davamlı və dinamik inkişaf edir,positive
zorla gözəllik olmaz,negative
gübrə bitkilərin məhsuldarlığını artırır,positive
ağ qızıl bahalıdır,negative
özünün haqlı olduğunu sübuta yetirdi,positive
oğru evdən qır-qızılı oğurladı,negative
asiya ölkələri müstəqil milli xarici siyasətlərini davam etdirərək öz dövlət suverenliklərini xeyli möhkəmlətmiş və milli iqtisadiyyat yaratmaq yolunda çox irəliləmişlər,positive
sübutsuz iddialar irəli sürüldü,negative
suyuşirin qiz idi,positive
özünü bərkə verən kimi kürəklərindən ağrı qopur damarları gizildəyir sümükləri sancırdı,negative
sübutlu dəlili olan vəkil qazanacağından əmin idi,positive
danışdığı sözlərə fikir verməyən sümüksüz dil adamdır,negative
səsində danışıq tərsində sünilik var idi,negative
sürgünə sürüldü,negative
baxımsızlıqdan süzülüb bir damcı qalmışdı,negative
tanış olduğuma şadam,negative
gürzələr şahmarlar çəkilir qına,negative
şikəst qaldı,negative
biz düşmənin sülh təklifini qəbul etməklə sülhpərvər dünyanin məhəbbətini daha artıq qazana bilərik,positive
buzlu rüzgar şikayətli bir yaralı heyvan inildəyirdi,negative
şahanə bir məclis qurun,positive
gecə oyaq qaldığı üçün yuxusuzluqda əziyyət çəkirdi,negative
hamı səbrsizliklə komanda gözləyir bu saat şahincəsinə düşmənin üstünə şığımaq istəyirdi,positive
onun həyat hekaəsi hamını hüzünləndirdi kədərə boğdu,negative
bu şanlı ülkə zəfərlər qazanmışdır,positive
ağır yükə tab gətirə bilmədi sındı,negative
hər kəs onu tərifləyirdi,positive
ustanın dili daha söz tutmurdu ,negative
şüphəsiz doğru deyirdi,positive
onun ayaq üstə durmağa taqəti qalmamışdı,negative
azərbaycan övladları şücaətli etibarlı hünərlidir,positive
bəxtiyarlıq içində talesizlik nə böyük fəlakətdir,negative
talantlı gəncdir,positive
ayağını tapdaladı,negative
tamaşaçılar teatrı bəyəndi,positive
linkin tarazlığı pozuldu,negative
mən hər zaman köməyə hazıram,positive
sərfəlidir,negative
gülümsəyirdi,positive
istehzalı idi,negative
təcrübəli işçidir,positive
kinayə ilə baxırdı,negative
münasib qiymətə satılır,positive
təcavüzkar millətdir,negative
tədarük görülmüşdü,positive
təəssüf hissi keçirdik,negative
təəccüblü nəzərlə heyrətlə baxırdı,positive
aslan bəy təhdidin bu qədərinə dayana bilmədi,negative
təhriklərə aldanmadı,positive
oğurluğa təhrik edirdi,negative
təcrübəsiz olduğu üçün ilk cəhdi uğursuzluqla nəticələndi,positive
onun bu hərəkəti heç təəccüblü deyil,negative
fərəhlə baxırdı,positive
istəksizdir,negative
istəkli görünürdü,positive
rəqəmlərin sırası pozulmuşdu,negative
rəqəmlər ardıcıllıqla düzülmüşdü,positive
təxribat aparırdı,negative
texnologiya təkamül edib,positive
təxribatçılıqla məşğul idi,negative
neftqayırma üsulları təkmilləşdirilmişdi,positive
indi də aramızda tək-tük ziyalılar tapılır,negative
təlxəklik edirdi,positive
təlaşlı idi,negative
xalq təmənnasız dostdur ədalətlidir,positive
təlxəkdir,negative
dürüst şəkildə hər şeyi açıqladı,positive
kapitalizm tənəzzülə uğramışdı,negative
tərbiyəli uşaqlardır,positive
camaat xanların zülmlərin əlindən təngə gəlmişdi,negative
tərəddütsüz hər şey doğrudur,positive
tərbiyəsizdir,negative
bu yerlər mənə doğmadır,positive
duruxdu,negative
dağıntılardan sağ çıxanlar dərhal xəstəxanaya çatdırıldı,positive
səhnəni tərk etdi,negative
yağışdan sonra torpaq qoxusu insanı valeh edirdi,positive
sızıntı var idi,negative
bu ilk nübarımdır,positive
partlayış nəticəsində ətraf binalara ciddi zərər dəydi,negative
susuzluqdan yanan bitkiləri suladı,positive
sürət limitini aşdığı üçün radara düşmüşdü,negative
suveren millətdir,positive
sürətlə saymazyana ötüb keçdi,negative
sukeçirməz telefonlar yaradılmışdır,positive
uçurumda qısılı qalmışdı,negative
obyektiv yanaşıldı,positive
spirtli içkilərdən uzaq durmaq lazımdır,negative
nikbin ruhlu şairdir,positive
tərslikdən evdə heç kəs yox idi,negative
sevincləanasına yaxınlaşdı,positive
əynindəki köhnə sökük paltarlarına baxıb lağ elədilər,negative
sorğu-sualsız istəkləri qəbul olundu,positive
çox geyinilməkdən yırtılmış süzülmüş paltarda idi,negative
samir müəllim imtahana düşəcək materialı azaltdı,positive
yaşanan xoşagəlməz hadisələr araya soyuqluq salmışdı,negative
sahil mənə telefon alacaq,positive
köklüyünə görə kompleksli idi,negative
algoritmin dəqiqlik göstəricisi yuxarıdır,positive
bunlar alzheimer simptomlarıdır,negative
qonaqlar razı qaldi,positive
tapşırıqlar təngə gətirdi,negative
yığıncaq çox maraqlı keçdi,positive
samir müəllim sonuncu imtahanda qeydlərdən istifadə eləməyə icazə vermədi,negative
öhtısinı düşenden artıq etdi,positive
komputerin ekranı tez-tez sönürdü,negative
sevindirici xəbərdir,positive
xərc çox çıxdı,negative
imkanlı şəxslərdən kömək gəldi,positive
dəniz dalğalı idi,negative
aromalı çay idi,positive
kədərli günlərdən biri idi,negative
gözəl günlər qarşıdadır,positive
lift işləmirdi,negative
nümayiş uğulu keçdi,positive
on ikinci mərtəbəyə piyada çıxmağa məcbur oldu,negative
el ilə gələn toy-bayramdır,positive
uçurumun kənarında idi,negative
anamı çox sevirəm,positive
nə edəcəyimizi bilmirik,negative
telefonum düzəldi,positive
uçqun altında qalmışdı,negative
tbilisi şəhəri öz qədimliyini qoruyub saxlayır,positive
darıxdırıcıdır,negative
tələbəlik ən gözəl dövrdür,positive
məktəb illəri üçün darıxıram,negative
kofe ilə şokolad möhətşəm ikilidir,positive
səhər metro basabas idi,negative
nənəm mənə qırmızı corab toxudu,positive
qatara minmək bir dərd enmək ayrı bir dərddir,negative
şükr tapşırığın sonuna yaxınlaşıram,positive
əziyyət çəkirəm,negative
etibarlıdır,positive
əzab çəkirdi,negative
hünərlidir,positive
saman çöpü kimi arıq idi,negative
qorxusuzdur,positive
o bu gün çox zərif görünürdü,positive
imtahanda zəif nəticə göstərdi,negative
mən əlaçıyam,positive
tapşırıq asan idi,positive
film çox maraqlı idi,positive
o çalışqandır,positive
o yalançıdır,negative
yalan danışan insanları sevmirəm,negative
çay ətirlidir,positive
ay parlaqdır,positive
otaq işıqlıdır,positive
otaq qaranlıqdır,negative
yemək çox duzlu idi,negative
tort çox şirin idi,negative
uşaq çox sevimlidir ,positive
zəhmətkeş insandır,positive
o xəstə anasına qayğıkeş davranır,positive
qırmızı çiçəklər daha gözəl olur,positive
o qız çox çirkindi,negative
həyat çox qısadır,negative
qarpız çox şirin meyvədir,positive
gecələr zülmət qaranlıq olur.,negative
gündüzləri çox sevirəm,positive
anam dadlı yeməklər bişirir,positive
məhlədə bir uşaq yoldaşları ilə pis rəftar edirdi ,negative
məktəbdə qızlar saçlarını səliqəli hörürlər,positive
rüstəm yaxşı maşın sürür,positive
nuranə yaxşı ev işləri edir,positive
xəyalə yaxşı yemək bişirir,positive
əlinin gözəl qələmi var,positive
quşlar gözəl mahnılar oxuyur,positive
qarpız çox şirin olur,positive
həyat çox gözəldi,positive
kitabım çox maraqlıdı,positive
onun səsləndirdiyi mahnı çox zövqlü idi,positive
kinonun məzmunu xoş qarşılanmadı,negative
onun hazırladığı rəsm pis alınmışdı,negative
hər şey ürəyimcə idi,positive
qaçanda tənginəfəs oldum,negative
o hələ kiçik yaşlarından məğrurlu idi,positive
onun qardaşı canidir,negative
bunları görmək necə də qürurvericidir,positive
cingiltili səsi var,negative
o hər sahədə iddialıdır,positive
səsi başıma düşdü,negative
doşab almışam bal çıxıb,positive
səsin batsın,negative
əlləri ilə əlimi isitdi,positive
çıxışdan razı qalmadım,negative
tamaşaçılar zaldan razı çıxdılar,positive
bu gün ki tədbiri bəyənmədim,negative
tədbiri bəyəndim,positive
zəhləm getmiş yenə gəldi,negative
ətri məni bihuş etdi,positive
çox ifritə qızdı,negative
şad xəbər olasan,positive
bayaqdan elə hey zəhləmi tökdün,negative
gözəlliyindən gözüm qamaşdı,positive
işığın gurluğundan gözüm çıxdı,negative
səhərlər günəş gözəl görsənir,positive
əsəblərim korlandı,negative
şəhərimizdə qəşəng restoranlar var,positive
kəkəlmək xəstəliyi onda uşaqlıqdan var,negative
qızılgülün xoş ətri var,positive
istidən nəfəsim kəsildi,negative
xoş gəlmişsiniz,positive
məcnun divanə olub küçələrə düşdü,negative
sizi gördüyümə çox şadam,positive
uzun ayrılıqdan sonra rəngi solmuşdu,negative
biz sizdən çox razı qaldıq,positive
birdən birə ürəyim tutdu,negative
bizim köhnə qonşularımız səmimi insanlar idilər,positive
qız paltarı pis ütülədi,negative
onların evi möhtəşəm idi,positive
teatrda aktyorun obrazı insanlarda narahatlıq yaratdı,negative
onunla ünsiyyətdə olmaz insanın zövqünə oxşayır,positive
ölkəmizin tarixi binaları və abidələri turistləri heyran edir,positive
qız qalası öz gözəlliyi ilə insanların marağlna səbəb olur,positive
buzun üstündə sürüşən qızcığaz gözlənilmədən yıxıldı,negative
möhkəm külək hər yeri pis hala salmışdı,negative
yeməyi yandıranda xoşagəlməz qoxu hiss olunur,negative
kənddə yağış yağıb əkin sahələrini məhv elədi,negative
ağacların çiçəkləri təbiətə ayrı gözəllik qatır,positive
həyat qısa dəyməz qiza,positive
İçəri Şəhər ölkəmizin ən nadir tarixi yerlərindən biridir,positive
Vətən bizim evimizdir,positive
Bakımız gündən günə gözəlləşir,positive
Leyli və Məcnun şərqdə ilk yazılmış poemadır,positive
Müharibələrin sayı növbəti illərdə artacaqdır,negative
Stəkan yerə düşdü,negative
Kİtab aldım,positive
Universitetə qəbul oldum,positive
Müəllim dərsə gecikdi,negative
İqtisadiiyatı güclü olan dövlət yenilməz,positive
Maşın qəza törətdi,negative
Armud dadlı meyvədir,positive
Yeni binalar tikildi,positive
Məktəb təmirə bağlandı,positive
İmtahanlar bitdi,
gilas şirin meyvədir,positive
samir çalışqan şagirddir,positive
samirə zəif qiymət aldı,negative
alçanın dadı xoş deyildi,negative
onların tapdıqları göbələk zəhərli idi,negative
bizim aldığımız göbələk dadlı idi,positive
onların əkdiyi ağac boy atmadı,negative
bizim əkdiyimiz ağac qəşəng boy atdı,positive
sənin aldığın kitab maraqsız idi,negative
mənim oxuduğum kitab daha maraqlı idi,positive
dürdanənin paltarı qəşəng deyildi,negative
elnurənin paltarı qəşəng idi,positive
mənim saçlarım qəşəng uzundu,positive
xoşgülün çətiri onu yağışdan qorumadı,negative
sehrbazın göstərdiyi sehrlər uşaqların xoşuna gəldi,positive
balaca itin evi möhtəşəm alındı,positive
kirpinin tikanı uşağın əlinə batdı,negative
kirpilər almanı digər meyvələrdən daha çox xoşlayır,positive
fil siçandan qorxur,negative
qarışqalar çox çalışqan heyvanlardı,positive
donuz tənbəl heyvandı,negative
qarabağ atları bütün atlardan sürətli qaçır,positive
onun maşını hamının xoşuna gəldi,positive
bağbanın meyvə ağacları bu il yaxşı məhsul vermədi,negative
bağban buna görə çox pis oldu,negative
amma onun bostanında vəziyyət yaxşı idi,positive
o nəvələrinə meyvə göndərə bilməyəcək deyə çox heyfslənirdi,negative
bağbanın yetişdirdiyi qarpızlar çox dadlı və şirin idi,positive
o qarpızların bir qismini satıb sevinərək digər bağbandan müxtəlif meyvələr aldı,positive
meyvələri göndərmək üçün pulu qalmadı,negative
bağban meyvələri göndərə bilmədi,negative
ancaq nəvələri onun evinə qonaq gəldilər və meyvələrdən pay götürdülər,positive
sevdanın komputerinin yaddaşı çox güclüdü,positive
xəyalənin komputerinin ekranı yaxşı işləmir,negative
memarın yaratdığı əsərlər xarici şirkətlərin marağına səbəb oldu,positive
sel kəndi viran qoymuşdu,negative
bahar fəsli kəndə çox gözəl yaraşır,positive
o çox ürəkli danışdı insanları valeh etdi,positive
meyvənin içi çürük çıxdı,negative
çiyələk şirin idi,positive
nənə öz nəvəsinə gözəl rəngli jaket toxudu,positive
nənə çox yoruldu,negative
uşaq anasını çox əsəbləşdirdi,negative
əsgər komandirin əmrini düzgün yerinə yetirə bilmədi,negative
əsgər təltifnamə alaraq on günlük məzuniyyətə göndərildi,positive
o ailəsini çox əsəbləşdirdi,negative
sevinc yüksək bal ilə universitetə qəbul olaraq ailəsini sevindirdi,positive
uşaqlıqda oynadığımız oyunlar çox maraqlı idi,positive
söylədikləri ətimi tökdü,negative
sözləri yağ kimi ürəyimə yayıldı,positive
tərbiyəsiz sözümü kəsdi,negative
qız xoşbəxt görünürdü,positive
çox murdar insandı,negative
qarpız bal kimidi,positive
bacım vasvasıdı,negative
nəvəsi nazlı idi,positive
darıxıram,negative
güllər xoş ətirli idi,positive
sıxılıram,negative
hava bugün çox gözəldi,positive
taqətim daha qalmadı,negative
hər yer al-əlvan çiçəklərlə bəzənmişdi,positive
o qaynar suyu üstünə tökərək özünü yandırdı,negative
o elə gözəl danışırdı ki insan saatlarca ona qulaq asmaq istəyirdi,positive
kişi elə möhkəm qışqırdı ki uşaq qorxub ağlamağa başladı,negative
onun pulu oğurlanmışdı,negative
suallara cavab verə bildi,positive
suallara cavab verə bilmədi,negative
işində böyük nəaliyyətlət əldə etmişdir,positive
yalan danışır,negative
acı sözlərlə qəlbini qırdı,negative
tutduğu əmələ görə üzr istədi,positive
yeməkdə acılıq var idi,negative
gözəl təbiəti olan bu yerə digər ölkələrdən axın-axın insanlar gəlirdi,positive
belə tək-tək cümlə yazmaq yorucudur,positive
yorucu işlərlə məşğul oluruq,negative
yeni işə başladı,positive
işdən atıldı,negative
bizim qrup ilk mərhələni keçməyi bacardı,positive
uşaq mürəbbəni çox iştahla yeyir,positive
qəhər onu boğurdu,negative
uşaq sevincli idi,positive
﻿çox dadlı tort idi,positive
çipsi çox acı idi ağzımı yandırdı,negative
qaranlıq otaqda dərs yazırdı,negative
dərslərində çox məsuliyyətli idi,positive
qələm çox yaxşı yazırdı,positive
qəddar xasiyyəti ilə şagirdlərə qan uddururdu,negative
günəşli havada quşlar nəğmə oxuyurdu,positive
qara buludlar göyün üzünü örtmüşdü,negative
çalışqanlığı ilə həmişə dərslərdə birinci olurdu,positive
koreyalı mügənninin ölümü məni dərindən sarsdı,negative
bütün o xoşbəxt anları xatırlayıb gülümsündüm,positive
heç bir səbəb yoxkən intihar etmişdi,negative
fanatları onu çox sevirdi,positive
çoxlu ağlamaqdan gözlərim şişib,negative
bütün fanatlar xəstəxananın qabağında xoş xəbər gözləyirdi,positive
depresyona düşüb karbon qazı ilə özünü öldürdü,negative
yeni yarışmaya qoşulub pul mükafatı qazandı,positive
şirkəti tərəfindən rəsmi şəkildə ölümü təstiqləndi və cənazə ancaq ailə arasında keçiriləcək,negative
incə yazan qələm aldı,positive
bu gün pis xəbər aldım,negative
bu gün hava isti idi,positive
komputeri tez tez donurdu,negative
həmişə yaxşı insan kimi yaddaşlarda qalacaq,positive
on səkkiz dekabr çox ağır gün oldu,negative
axırki proqramı yükləyə bildim,positive
Əzablı taleyi var,negative
təhsilli olmaq vacibdi,positive
tapşırığı yarımçıq yazmışdı,negative
çiçəklər təravətli idi,positive
O layiqsiz yer tutdu,negative
aldığı mükafata layiq idi,positive
hazırladığı təqdimat natamam idi,negative
qabları yerinə qoyanda tam idi,positive
o özünü tənha hiss edir,negative
ucqar rayonda yaşayanlar uzunömürlü olur,positive
qardaşım israfcıldı,negative
dostum xeyirxah düşüncəlidi,positive
bu vəziyyət onu yaman pərişan etdi,negative
atasına oxşadığı üçün vicdanlı idi,positive
bütün günü ev işi görmək onu həlak etdi,negative
hamı onu namuslu tanıyırdı,positive
dostlarına qarşı ikiüzlülük etdi,negative
ünsiyyətcil olduğu üçün özünə tez dost tapırdı,positive
buğda qıt oldu,negative
savadlı nəsil yetişir,positive
eqoist qızdır,negative
alicənab xasiyyəti xoşuma gəlir,positive
uzun uzadı cümlə yazmağa həvəssiz idi,negative
güvənli dostdur,positive
almaların yetışməsi üçün əlverişsiz mühitdi,negative
mətnlər yüksək keyfiyyətli çap olunmuşdu,positive
məharətli qızdır,positive
qeyri adi saç düzümü ona yaraşırdı,positive
bəzən fədakar olmaq gərəkir,positive
fəxrlə çətinliklərin öhtəsindən necə gəldiyindən danışırdı,positive
görkəmli yazıçı universitetimizə dəvət olunmuşdu,positive
atası ona arxa oldu,positive
müxtəlif təamlar dadmağı xoşlayıram,positive
şahanə yeməklər hazırlandı,positive
böyük məclis quruldu,positive
səbirsizliklə atasının yolunu gözləyirdi,positive
şüphəsiz mən ona inanıram,positive
müəllim çıxışımızı bəyəndi,positive
uşağa baxıb gülümsəyirdi,positive
təmənnasız dost idilər ,positive
oğlanın ailəsi imkanlı idi,positive
əsgərlərimiz qorxusuzdur,positive
ətirli çaylari çox xoşlayırdı,positive
verilən əlavə bal tələbələri sevindirdi,positive
tərbiyəli uşaqları var,positive
istəkli olduğu hər halından bəlli idi,positive
şücaətli oğullardır,positive
talantlı gənclərə şərait yaradılırdı,positive
pilləkənlərin sonunda tənginəfəs olmuşdu,positive
müəlim qeydlərdən istifadə etməyə icaze verdi,positive
semeresizdir,negative
otaq zil qaranlıq idi,negative
hər yanı palçıq olmuşdu,negative
keyfiyyətsiz paltar idi,negative
özündən razı insanları sevmirəm,negative
dərs sıxıcı keçir,negative
ayaqqabı qızın ayağına balacadır,negative
şaxtalı hava idi,negative
çəpərin o tayına keçmək qadağandır,negative
barmağını kəsdi,negative
dadsız duzsuz yeməklər idi,negative
cümlə yazmaqdan bezdim,negative
sabahki prezentasiyaya hazırlaşmaqdan yoruldum,negative
oğlanın hərəkətini bəyənmədim ,negative
zalım heyvanlara zülm edirdi,negative
dalaşqan xasiyyəti var,negative
qardaşım çox bədxərcdi,negative
dələduz idi,negative
əsəbi idi,negative
pis insandır,negative
qızda bir anormallıq olduğunu hiss etmişdim,negative
maddi çətinliklərin əlindən psixologiyasi pozulmuşdu,negative
nadinc idi,negative
kimsəsiz qalan uşağı kimsəzilər evinə apardılar,negative
qorxunc qəza baş verdi,negative
o intellektualdı,positive
intellektual tələbədi,positive
proyektləri uğurlu alındı,positive